LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,GrLivArea,Fireplaces,GarageCars,SalePrice_log
-0.20714170777431132,0.6514792433257054,1.0509937888999856,0.8786680880058696,0.5754248369676035,0.3703334392167798,-0.9512264882332893,0.31172464418307205,12.247694320220994
-0.09188637231949037,-0.07183611428306244,0.15673371079690998,-0.4295769652193609,1.171992119373828,-0.48251191458524123,0.6004949339126351,0.31172464418307205,12.109010932687042
0.07347997855047012,0.6514792433257054,0.9847523016330911,0.8302145675160463,0.09290718208021594,0.5150125617367655,0.6004949339126351,0.31172464418307205,12.31716669303576
-0.09689747386100432,0.6514792433257054,-1.8636316508433721,-0.720298088158301,-0.49927357619066876,0.3836591478699364,0.6004949339126351,1.6503069397927341,11.84939770159144
0.37514829134961014,1.3747946009344731,0.9516315579996439,0.7333075265363995,0.4635684715164364,1.299325699608267,0.6004949339126351,1.6503069397927341,12.429216196844383
0.3606160968792197,-0.7951514718918303,0.7197863525655132,0.4910399240872828,0.632449650727022,-0.2921446481115758,-0.9512264882332893,0.31172464418307205,11.870599909242044
-0.04337890939763529,1.3747946009344731,1.084114532533433,0.9755751289855163,2.029557587832776,0.33987467658099335,0.6004949339126351,0.31172464418307205,12.535376392672774
-0.013512744210212127,0.6514792433257054,0.05737147989656824,-0.5749375266888309,0.9109939333211048,1.0937290518167084,2.1522163560585597,0.31172464418307205,12.206072645530174
-0.44065903960886155,0.6514792433257054,-1.3336997527082162,-1.689368497954768,-0.9730181828073765,0.49216848975992566,2.1522163560585597,0.31172464418307205,11.77452020265869
-0.31037039952949874,-0.7951514718918303,-1.0687338036406382,-1.689368497954768,0.8934478367797453,-0.8346913575615222,2.1522163560585597,-1.02685765142659,11.678439903447801
0.06846887700895615,-0.7951514718918303,-0.20759446917100974,-0.9625656906074178,1.014077250501592,-0.9051272461567784,-0.9512264882332893,-1.02685765142659,11.771436160121729
0.1410296273300782,2.0981099585432412,1.1172352761668802,1.0240286494753397,1.215857360727227,1.5391884553650854,2.1522163560585597,1.6503069397927341,12.535376392672774
0.24566142751688957,-0.7951514718918303,-0.3069567000713515,-1.1079262520768878,0.6434159610653717,-1.1487973472430701,-0.9512264882332893,-1.02685765142659,11.877568578558138
0.013547204113963223,0.6514792433257054,1.1503560198003273,1.072482169965163,-0.9730181828073765,-0.04085985636633749,0.6004949339126351,1.6503069397927341,12.535376392672774
0.040406708376478015,-0.07183611428306244,-0.373198187338246,-1.2048332930565346,0.634642912794692,-0.4996449685678711,0.6004949339126351,-1.02685765142659,11.964001084330445
-0.44065903960886155,0.6514792433257054,-1.3999412399751108,0.781761047026223,-0.9730181828073765,-1.259210361797796,-0.9512264882332893,0.31172464418307205,11.790557201568507
0.0725779802729976,-0.07183611428306244,-0.04199075100377351,-0.720298088158301,0.2946872923058507,-0.973659462087298,0.6004949339126351,0.31172464418307205,11.911701584927597
0.027478066399372017,-1.518466829500598,-0.14135298190411524,-0.8656586496277711,-0.9730181828073765,-0.417787043984195,-0.9512264882332893,0.31172464418307205,11.57566524639712
0.31852284393050245,-0.7951514718918303,1.084114532533433,0.927121608495693,0.4438291129074069,-0.7642554689662661,-0.9512264882332893,0.31172464418307205,11.976659481202368
-0.2963393152132597,-0.7951514718918303,-0.4394396746051405,-0.9625656906074178,0.1323858992982749,-0.3359291194005189,-0.9512264882332893,-1.02685765142659,11.842229212112828
0.37063829996224756,1.3747946009344731,1.1172352761668802,1.0240286494753397,-0.9730181828073765,1.6381794339313913,0.6004949339126351,1.6503069397927341,12.535376392672774
-0.30746396063542064,0.6514792433257054,-1.3668204963416635,-1.689368497954768,-0.9730181828073765,-0.775677504954686,0.6004949339126351,-1.02685765142659,11.845102777308561
-0.07765484394159074,1.3747946009344731,1.0178730452665383,0.8302145675160463,-0.9730181828073765,0.5321456157193953,0.6004949339126351,0.31172464418307205,12.345834587905333
-0.6306800100630707,-0.7951514718918303,0.15673371079690998,-0.4295769652193609,0.8693219540353758,-0.8670537928620453,0.6004949339126351,0.31172464418307205,11.77452020265869
-0.22758700206368823,-0.7951514718918303,-0.108232238270668,0.781761047026223,-0.5606849140854272,-0.8670537928620453,0.6004949339126351,-1.02685765142659,11.944707881395766
0.3721416304247018,1.3747946009344731,1.1834767634337746,1.072482169965163,-0.9730181828073765,0.16092944609574783,0.6004949339126351,1.6503069397927341,12.454103912352162
-0.33241924631216013,-0.7951514718918303,-0.6712848800392712,0.7333075265363995,-0.4597948589726098,-1.17164141921991,-0.9512264882332893,0.31172464418307205,11.811547477460344
0.09633060157977374,1.3747946009344731,1.1834767634337746,1.1209356904549863,1.6983750156146145,0.35891140322835985,0.6004949339126351,1.6503069397927341,12.535376392672774
0.5817058968908153,-0.7951514718918303,-0.47256041823858774,0.5879469650669296,1.8277774776071412,0.16092944609574783,2.1522163560585597,-1.02685765142659,12.24288661865289
